Recency,Frequency,Monetary,Segment,R_Score,F_Score,M_Score,RFM_Score,Churn,CustomerID,Priority_Score,Priority_Level
172,4,502.9,At Risk,2,4,3,243,0,3343,218.24999999999997,High
162,1,110.92,At Risk,2,1,1,211,0,3344,23.36,Low
6,1,538.46,Regular,5,1,3,513,0,3345,268.33000000000004,High
10,1,213.3,Regular,5,1,1,511,0,3346,104.95,High
113,1,85.13000000000001,Regular,2,1,1,211,0,3347,20.265,Low
287,1,127.86,Churn Likely,1,1,1,111,1,3348,6.829999999999998,Low
8,9,3546.71,VIP,5,5,5,555,0,3349,1774.4550000000002,High
53,2,288.96999999999997,Regular,3,3,2,332,0,3350,134.48499999999999,High
6,14,4910.6,VIP,5,5,5,555,0,3351,2458.3,High
76,3,1681.46,Regular,2,3,4,234,0,3352,826.43,High
3,4,575.63,Loyal,5,4,3,543,0,3353,288.41499999999996,High
36,1,436.06,Regular,3,1,2,312,0,3354,211.13000000000002,High
216,1,90.12,Churn Likely,1,1,1,111,1,3355,2.1599999999999966,Low
59,1,428.93,Regular,3,1,2,312,0,3356,202.965,High
277,1,217.2,Churn Likely,1,1,1,111,1,3357,53.499999999999986,Medium
11,16,4794.86,VIP,5,5,5,555,0,3358,2400.03,High
23,1,279.77,Regular,4,1,2,412,0,3359,135.585,High
28,1,468.91,Regular,4,1,2,412,0,3360,229.15500000000003,High
11,4,800.59,Loyal,5,4,3,543,0,3361,399.295,High
351,1,134.55,Churn Likely,1,1,1,111,1,3362,-2.625,Low
21,4,1400.44,Loyal,4,4,4,444,0,3363,697.22,High
49,2,173.16,Regular,3,3,1,331,0,3364,77.38,High
18,1,186.01,Regular,4,1,1,411,0,3365,89.705,High
2,3,758.29,Loyal,5,3,3,533,0,3366,379.645,High
103,5,1375.71,Regular,2,4,4,244,0,3367,668.755,High
6,12,4148.82,VIP,5,5,5,555,0,3368,2076.81,High
11,4,650.4300000000001,Loyal,5,4,3,543,0,3369,324.21500000000003,High
4,7,2533.42,VIP,5,5,5,555,0,3370,1268.01,High
31,2,591.1899999999999,Regular,4,3,3,433,0,3371,289.995,High
177,4,675.64,At Risk,2,4,3,243,0,3372,303.62,High
37,1,921.37,Regular,3,1,3,313,0,3373,453.58500000000004,High
150,3,258.88,At Risk,2,3,2,232,0,3374,100.34,High
161,1,127.1,At Risk,2,1,1,211,0,3375,31.64999999999999,Low
68,2,327.6,Regular,3,3,2,332,0,3376,150.8,High
120,13,3675.77,Regular,2,5,5,255,0,3377,1817.785,High
24,3,682.9100000000001,Loyal,4,3,3,433,0,3378,337.555,High
23,4,720.86,Loyal,4,4,3,443,0,3379,357.03,High
176,1,455.3,At Risk,2,1,2,212,0,3380,192.75,High
49,4,913.6800000000001,Loyal,3,4,3,343,0,3381,448.24,High
255,3,478.53000000000003,Churn Likely,1,3,2,132,1,3382,189.16500000000002,High
46,1,388.58,Regular,3,1,2,312,0,3383,185.39000000000001,High
70,1,199.8,Regular,3,1,1,311,0,3384,86.2,High
15,5,1771.78,VIP,4,4,4,444,0,3385,884.39,High
100,5,1406.59,Regular,2,4,4,244,0,3386,684.795,High
34,1,324.57,Regular,3,1,2,312,0,3387,155.785,High
52,1,240.68,Regular,3,1,1,311,0,3388,110.24,High
26,2,761.74,Regular,4,3,3,433,0,3389,376.27000000000004,High
10,14,6776.56,VIP,5,5,5,555,0,3390,3390.48,High
7,9,1297.8700000000001,VIP,5,5,4,554,0,3391,650.2350000000001,High
78,1,48.480000000000004,Regular,2,1,1,211,0,3392,8.940000000000001,Low
51,1,216.39,Regular,3,1,1,311,0,3393,98.29499999999999,High
35,5,1198.23,Loyal,3,4,4,344,0,3394,593.615,High
60,9,2920.16,Loyal,3,5,5,355,0,3395,1450.78,High
336,1,104.76,Churn Likely,1,1,1,111,1,3396,-14.520000000000003,Low
27,4,1093.68,Loyal,4,4,4,444,0,3397,542.6400000000001,High
183,1,298.48,Churn Likely,1,1,2,112,1,3398,112.94000000000003,High
51,1,112.46000000000001,Regular,3,1,1,311,0,3399,46.33,Medium
9,13,1591.45,VIP,5,5,4,554,0,3400,797.825,High
35,2,195.15,Regular,3,3,1,331,0,3401,91.175,High
9,23,10399.74,VIP,5,5,5,555,0,3402,5204.969999999999,High
32,4,776.851,Loyal,4,4,3,443,0,3403,383.2255,High
10,1,336.40000000000003,Regular,5,1,2,512,0,3404,166.50000000000003,High
56,3,1553.18,Loyal,3,3,4,334,0,3405,766.29,High
3,4,1293.03,Loyal,5,4,4,544,0,3406,647.115,High
42,9,3709.56,Loyal,3,5,5,355,0,3407,1849.08,High
140,1,301.03,At Risk,2,1,2,212,0,3408,122.815,High
116,4,588.13,Regular,2,4,3,243,0,3409,272.065,High
103,4,1534.26,Regular,2,4,4,244,0,3410,747.73,High
74,2,675.8,Regular,2,3,3,233,0,3411,323.7,High
4,9,2870.2400000000002,VIP,5,5,5,555,0,3412,1437.0200000000002,High
44,2,1186.35,Regular,3,3,4,334,0,3413,584.975,High
15,8,3285.31,VIP,4,5,5,455,0,3414,1642.055,High
16,1,243.55,Regular,4,1,1,411,0,3415,118.875,High
89,2,724.76,Regular,2,3,3,233,0,3416,345.18,High
52,1,223.36,Regular,3,1,1,311,0,3417,101.58,High
133,1,425.32,At Risk,2,1,2,212,0,3418,186.36,High
3,15,12416.11,VIP,5,5,5,555,0,3419,6211.955,High
104,4,1887.2,Regular,2,4,4,244,0,3420,924.0000000000001,High
191,3,664.0,Churn Likely,1,3,3,133,1,3421,294.7,High
165,4,803.54,At Risk,2,4,3,243,0,3422,369.96999999999997,High
18,1,612.01,Regular,4,1,3,413,0,3423,302.705,High
157,3,447.64000000000004,At Risk,2,3,2,232,0,3424,193.32000000000002,High
203,2,639.5,Churn Likely,1,3,3,133,1,3425,279.75,High
335,2,816.0,Churn Likely,1,3,3,133,1,3426,341.6,High
36,3,646.3,Loyal,3,3,3,333,0,3427,316.84999999999997,High
90,1,337.74,Regular,2,1,2,212,0,3428,151.17000000000002,High
92,2,877.4399999999999,Regular,2,3,3,233,0,3429,420.92,High
8,2,922.53,Regular,5,3,3,533,0,3430,460.265,High
242,1,560.67,Churn Likely,1,1,3,113,1,3431,232.23499999999999,High
44,4,748.5,Loyal,3,4,3,343,0,3432,366.65,High
22,1,30.0,Regular,4,1,1,411,0,3433,10.9,Low
189,5,1024.1000000000001,Churn Likely,1,4,4,144,1,3434,475.75000000000006,High
43,1,306.45,Regular,3,1,2,312,0,3435,144.925,High
24,9,1600.86,VIP,4,5,4,454,0,3436,798.33,High
316,2,309.8,Churn Likely,1,3,2,132,1,3437,92.3,High
105,1,138.14,Regular,2,1,1,211,0,3438,48.36999999999999,Medium
50,1,386.43,Regular,3,1,2,312,0,3439,183.51500000000001,High
167,2,2222.21,At Risk,2,3,5,235,0,3440,1078.3049999999998,High
39,1,301.32,Regular,3,1,2,312,0,3441,143.16,High
217,1,76.32000000000001,Churn Likely,1,1,1,111,1,3442,-4.940000000000005,Low
39,4,684.34,Loyal,3,4,3,343,0,3443,335.57,High
296,1,173.05,Churn Likely,1,1,1,111,1,3444,27.625,Low
18,7,2657.13,VIP,4,5,5,455,0,3445,1327.065,High
87,4,2726.23,Regular,2,4,5,245,0,3446,1346.915,High
72,5,2446.6,Regular,2,4,5,245,0,3447,1210.3999999999999,High
80,3,323.69,Regular,2,3,2,232,0,3448,146.745,High
18,3,3435.76,Loyal,4,3,5,435,0,3449,1715.1800000000003,High
48,1,657.23,Regular,3,1,3,313,0,3450,319.315,High
52,1,352.7,Regular,3,1,2,312,0,3451,166.25,High
23,4,781.28,Loyal,4,4,3,443,0,3452,387.23999999999995,High
8,3,1333.68,Loyal,5,3,4,534,0,3453,666.14,High
24,5,1426.16,VIP,4,4,4,444,0,3454,709.7800000000001,High
116,1,193.75,Regular,2,1,1,211,0,3455,73.975,High
8,9,2993.1,VIP,5,5,5,555,0,3456,1497.65,High
119,2,254.1,Regular,2,3,2,232,0,3457,103.85,High
3,2,239.76,Regular,5,3,1,531,0,3458,119.88,High
251,1,136.8,Churn Likely,1,1,1,111,1,3459,18.5,Low
27,1,191.04,Regular,4,1,1,411,0,3460,90.41999999999999,High
0,14,6479.4,VIP,5,5,5,555,0,3461,3243.8999999999996,High
266,2,409.98,Churn Likely,1,3,2,132,1,3462,152.39,High
32,8,2711.11,Loyal,4,5,5,455,0,3463,1351.555,High
17,1,309.65,Regular,4,1,2,412,0,3464,151.725,High
171,2,696.68,At Risk,2,3,3,233,0,3465,314.74,High
1,4,1529.0,Loyal,5,4,4,544,0,3466,765.5,High
264,1,211.5,Churn Likely,1,1,1,111,1,3467,53.24999999999999,Medium
139,4,2293.62,At Risk,2,4,5,245,0,3468,1120.21,High
200,1,143.1,Churn Likely,1,1,1,111,1,3469,31.849999999999994,Low
63,4,1060.56,Regular,3,4,4,344,0,3470,518.88,High
34,4,916.98,Loyal,3,4,3,343,0,3471,452.89,High
40,7,3235.25,Loyal,3,5,5,355,0,3472,1611.725,High
283,1,133.25,Churn Likely,1,1,1,111,1,3473,10.324999999999996,Low
8,5,1072.3600000000001,VIP,5,4,4,544,0,3474,536.08,High
142,2,356.7,At Risk,2,3,2,232,0,3475,150.54999999999998,High
11,2,330.03000000000003,Regular,5,3,2,532,0,3476,163.41500000000002,High
145,4,1101.1100000000001,At Risk,2,4,4,244,0,3477,522.7550000000001,High
233,1,150.3,Churn Likely,1,1,1,111,1,3478,28.85,Low
32,13,5030.07,Loyal,4,5,5,455,0,3479,2512.535,High
23,1,598.73,Regular,4,1,3,413,0,3480,295.065,High
11,1,471.40000000000003,Regular,5,1,2,512,0,3481,233.80000000000004,High
35,5,2211.21,Loyal,3,4,5,345,0,3482,1100.105,High
364,1,190.7,Churn Likely,1,1,1,111,1,3483,22.849999999999994,Low
200,2,218.25,Churn Likely,1,3,1,131,1,3484,69.725,Medium
14,1,415.25,Regular,4,1,2,412,0,3485,205.125,High
16,7,5159.06,VIP,4,5,5,455,0,3486,2578.4300000000003,High
212,1,85.0,Churn Likely,1,1,1,111,1,3487,0.3999999999999915,Low
65,3,1120.88,Regular,3,3,4,334,0,3488,548.34,High
211,2,294.12,Churn Likely,1,3,2,132,1,3489,105.46,High
282,1,162.3,Churn Likely,1,1,1,111,1,3490,25.049999999999997,Low
114,2,1339.45,Regular,2,3,4,234,0,3491,647.5250000000001,High
14,8,1188.1200000000001,VIP,4,5,4,454,0,3492,593.6600000000001,High
18,16,4812.42,VIP,4,5,5,455,0,3493,2407.4100000000003,High
65,1,449.12,Regular,3,1,2,312,0,3494,211.86,High
48,1,154.88,Regular,3,1,1,311,0,3495,68.13999999999999,Medium
15,4,775.96,Loyal,4,4,3,443,0,3496,386.18,High
77,1,34.8,Regular,2,1,1,211,0,3497,2.299999999999999,Low
18,4,1094.59,Loyal,4,4,4,444,0,3498,544.895,High
133,1,196.88,At Risk,2,1,1,211,0,3499,72.13999999999999,High
12,3,946.64,Loyal,5,3,4,534,0,3500,471.82,High
39,1,144.36,Regular,3,1,1,311,0,3501,64.68,Medium
234,3,44534.3,Churn Likely,1,3,5,135,1,3502,22221.250000000004,High
2,8,2463.05,VIP,5,5,5,555,0,3503,1233.525,High
39,7,2626.6,Loyal,3,5,5,355,0,3504,1307.6,High
304,1,79.2,Churn Likely,1,1,1,111,1,3505,-20.900000000000006,Low
50,3,458.57,Loyal,3,3,2,332,0,3506,220.185,High
9,6,2364.25,VIP,5,5,5,555,0,3507,1182.125,High
60,4,528.01,Loyal,3,4,3,343,0,3508,253.20499999999998,High
65,2,714.42,Regular,3,3,3,333,0,3509,344.81,High
24,1,205.25,Regular,4,2,1,421,0,3510,98.125,High
217,3,253.04,Churn Likely,1,3,2,132,1,3511,84.02,High
64,2,583.75,Regular,3,3,3,333,0,3512,279.675,High
31,2,1086.92,Regular,4,3,4,434,0,3513,537.86,High
87,6,3279.97,Regular,2,5,5,255,0,3514,1624.3849999999998,High
63,1,315.06,Regular,3,2,2,322,0,3515,145.23000000000002,High
115,3,621.8299999999999,Regular,2,4,3,243,0,3516,288.81499999999994,High
6,26,56252.72,VIP,5,5,5,555,0,3517,28132.96,High
5,1,635.6800000000001,Regular,5,2,3,523,0,3518,317.14000000000004,High
68,1,270.8,Regular,3,2,2,322,0,3519,122.10000000000002,High
244,1,104.9,Churn Likely,1,2,1,121,1,3520,3.9499999999999957,Low
132,1,241.62,At Risk,2,2,1,221,0,3521,94.71,High
240,4,1047.11,Churn Likely,1,4,4,144,1,3522,476.755,High
183,3,475.28000000000003,Churn Likely,1,4,2,142,1,3523,201.94000000000003,High
24,3,345.46,Loyal,4,4,2,442,0,3524,168.82999999999998,High
9,3,2614.7400000000002,Loyal,5,4,5,545,0,3525,1306.4700000000003,High
10,1,246.3,Regular,5,2,1,521,0,3526,121.45,High
32,5,2328.9700000000003,Loyal,4,4,5,445,0,3527,1159.585,High
45,3,4919.0,Loyal,3,4,5,345,0,3528,2451.4,High
25,3,933.26,Loyal,4,4,3,443,0,3529,462.53,High
357,1,351.3,Churn Likely,1,2,2,122,1,3530,104.55000000000001,High
9,1,218.75,Regular,5,2,1,521,0,3531,107.875,High
43,2,1612.69,Regular,3,3,4,334,0,3532,798.345,High
14,3,965.61,Loyal,4,4,4,444,0,3533,480.905,High
149,1,610.01,At Risk,2,2,3,223,0,3534,275.505,High
0,8,2708.61,VIP,5,5,5,555,0,3535,1356.7050000000002,High
112,4,2207.4,Regular,2,4,5,245,0,3536,1082.5,High
75,3,884.14,Regular,2,4,3,243,0,3537,427.96999999999997,High
106,2,696.89,Regular,2,3,3,233,0,3538,327.845,High
45,3,1063.95,Loyal,3,4,4,344,0,3539,523.875,High
142,1,451.42,At Risk,2,2,2,222,0,3540,197.61,High
50,1,415.82000000000005,Regular,3,2,2,322,0,3541,198.21000000000004,High
0,13,4206.39,VIP,5,5,5,555,0,3542,2107.0950000000003,High
22,17,5488.18,VIP,4,5,5,455,0,3543,2744.79,High
45,3,784.58,Loyal,3,4,3,343,0,3544,384.19,High
49,3,903.9,Loyal,3,4,3,343,0,3545,443.04999999999995,High
305,4,3651.27,Churn Likely,1,4,5,145,1,3546,1765.835,High
35,5,515.77,Loyal,3,4,3,343,0,3547,252.385,High
78,4,1391.98,Regular,2,4,4,244,0,3548,681.59,High
21,6,2218.62,VIP,4,5,5,455,0,3549,1106.9099999999999,High
106,5,1801.14,Regular,2,4,4,244,0,3550,880.87,High
207,2,1303.9099999999999,Churn Likely,1,3,4,134,1,3551,611.155,High
16,4,1945.33,Loyal,4,4,4,444,0,3552,970.665,High
63,5,2100.6,Regular,3,4,5,345,0,3553,1039.2,High
48,4,1905.45,Loyal,3,4,4,344,0,3554,944.325,High
319,1,206.98,Churn Likely,1,2,1,121,1,3555,39.98999999999999,Low
43,2,570.96,Regular,3,3,3,333,0,3556,277.48,High
2,2,885.47,Regular,5,3,3,533,0,3557,442.93500000000006,High
371,1,15.0,Lost,1,2,1,121,1,3558,-66.4,Low
171,1,532.94,At Risk,2,2,3,223,0,3559,232.57000000000005,High
55,3,1654.31,Loyal,3,4,4,344,0,3560,817.055,High
72,14,1836.0900000000001,Regular,2,5,4,254,0,3561,907.8450000000001,High
98,2,636.14,Regular,2,3,3,233,0,3562,299.07,High
37,1,576.0,Regular,3,2,3,323,0,3563,280.90000000000003,High
57,3,794.64,Loyal,3,4,3,343,0,3564,386.82,High
253,1,836.79,Churn Likely,1,2,3,123,1,3565,368.09499999999997,High
69,4,2225.15,Regular,3,4,5,345,0,3566,1099.9750000000001,High
43,4,954.09,Loyal,3,4,4,344,0,3567,469.645,High
49,1,137.37,Regular,3,2,1,321,0,3568,59.185,Medium
64,1,391.98,Regular,3,2,2,322,0,3569,183.49,High
10,19,33643.08,VIP,5,5,5,555,0,3570,16825.24,High
32,3,1048.49,Loyal,4,4,4,444,0,3571,518.745,High
58,2,355.56,Regular,3,3,2,332,0,3572,166.78,High
72,4,1224.06,Regular,2,4,4,244,0,3573,598.83,High
303,1,118.95000000000002,Churn Likely,1,2,1,121,1,3574,-0.8249999999999957,Low
45,1,130.73999999999998,Regular,3,2,1,321,0,3575,56.66999999999999,Medium
17,8,3711.77,VIP,4,5,5,455,0,3576,1854.885,High
37,2,389.27,Regular,3,3,2,332,0,3577,187.83499999999998,High
18,2,234.88,Regular,4,3,1,431,0,3578,114.44,High
186,2,160.71,Churn Likely,1,3,1,131,1,3579,43.754999999999995,Medium
51,1,110.8,Regular,3,2,1,321,0,3580,45.49999999999999,Medium
3,12,2969.12,VIP,5,5,5,555,0,3581,1487.56,High
136,5,712.24,At Risk,2,4,3,243,0,3582,330.42,High
3,27,16143.64,VIP,5,5,5,555,0,3583,8079.32,High
18,1,297.0,Regular,4,2,2,422,0,3584,145.20000000000002,High
15,5,1427.57,VIP,4,4,4,444,0,3585,712.285,High
40,8,965.16,Loyal,3,5,4,354,0,3586,476.97999999999996,High
11,8,3146.92,VIP,5,5,5,555,0,3587,1573.66,High
7,4,832.88,Loyal,5,4,3,543,0,3588,416.24,High
25,2,68.84,Regular,4,3,1,431,0,3589,30.020000000000003,Low
21,6,1936.3200000000002,VIP,4,5,4,454,0,3590,965.76,High
40,3,895.13,Loyal,3,4,3,343,0,3591,440.465,High
100,1,211.89,Regular,2,2,1,221,0,3592,86.24499999999999,High
4,15,3810.14,VIP,5,5,5,555,0,3593,1908.77,High
276,2,149.64,Churn Likely,1,3,1,131,1,3594,20.219999999999985,Low
32,1,351.44,Regular,4,2,2,422,0,3595,169.62,High
14,2,316.25,Regular,4,3,2,432,0,3596,155.92499999999998,High
63,7,4405.88,Regular,3,5,5,355,0,3597,2192.44,High
1,2,490.33,Regular,5,3,3,533,0,3598,245.565,High
368,1,329.03000000000003,Lost,1,2,2,122,1,3599,91.21500000000002,High
311,5,501.39000000000004,Churn Likely,1,4,3,143,1,3600,189.995,High
198,4,516.36,Churn Likely,1,4,3,143,1,3601,219.78,High
1,2,396.48,Regular,5,3,2,532,0,3602,198.64000000000001,High
92,3,379.35,Regular,2,4,2,242,0,3603,172.175,High
59,1,181.09,Regular,3,2,1,321,0,3604,79.045,High
80,1,168.31,Regular,2,2,1,221,0,3605,68.455,Medium
156,2,420.07,At Risk,2,3,2,232,0,3606,179.435,High
226,1,511.68,Churn Likely,1,2,3,123,1,3607,210.94,High
252,2,258.25,Churn Likely,1,3,2,132,1,3608,79.32499999999999,High
149,1,179.17,At Risk,2,2,1,221,0,3609,60.084999999999994,Medium
193,2,208.59,Churn Likely,1,3,1,131,1,3610,66.29499999999999,Medium
0,5,1383.83,VIP,5,4,4,544,0,3611,693.415,High
368,1,56.25,Lost,1,2,1,121,1,3612,-45.17500000000001,Low
23,1,337.28,Regular,4,2,2,422,0,3613,164.34,High
16,3,351.73,Loyal,4,4,2,442,0,3614,173.56500000000003,High
9,7,5126.76,VIP,5,5,5,555,0,3615,2563.68,High
7,1,164.68,Regular,5,2,1,521,0,3616,81.24,High
19,7,1567.69,VIP,4,5,4,454,0,3617,782.1450000000001,High
3,3,882.72,Loyal,5,4,3,543,0,3618,441.65999999999997,High
173,1,191.94,At Risk,2,2,1,221,0,3619,61.669999999999995,Medium
0,8,1228.88,VIP,5,5,4,554,0,3620,616.84,High
177,2,264.62,At Risk,2,3,2,232,0,3621,97.50999999999999,High
15,8,1502.8600000000001,VIP,4,5,4,454,0,3622,750.83,High
247,1,123.1,Churn Likely,1,2,1,121,1,3623,12.449999999999989,Low
190,2,334.23,Churn Likely,1,3,2,132,1,3624,129.715,High
19,2,525.69,Regular,4,3,3,433,0,3625,259.64500000000004,High
153,4,167.5,At Risk,2,4,1,241,0,3626,54.35,Medium
172,1,323.03000000000003,At Risk,2,2,2,222,0,3627,127.41500000000002,High
372,1,369.5,Lost,1,2,2,122,1,3628,110.65,High
372,1,127.08,Lost,1,2,1,121,1,3629,-10.56000000000001,Low
193,1,207.15,Churn Likely,1,2,1,121,1,3630,65.275,Medium
66,1,426.63,Regular,3,2,2,322,0,3631,200.41500000000002,High
3,8,2495.87,VIP,5,5,5,555,0,3632,1249.7350000000001,High
20,3,1107.46,Loyal,4,4,4,444,0,3633,550.63,High
238,2,416.86,Churn Likely,1,3,2,132,1,3634,161.43,High
63,1,145.35,Regular,3,2,1,321,0,3635,60.37499999999999,Medium
111,5,404.58,Regular,2,4,2,242,0,3636,181.58999999999997,High
89,15,6115.01,Regular,2,5,5,255,0,3637,3044.205,High
310,1,35.8,Churn Likely,1,2,1,121,1,3638,-43.8,Low
133,1,337.44,At Risk,2,2,2,222,0,3639,142.42000000000002,High
276,1,325.1,Churn Likely,1,2,2,122,1,3640,107.65000000000002,High
364,1,181.0,Churn Likely,1,2,1,121,1,3641,18.0,Low
82,1,1708.24,Regular,2,2,4,224,0,3642,838.02,High
7,2,955.24,Regular,5,3,4,534,0,3643,476.82000000000005,High
16,2,364.72,Regular,4,3,2,432,0,3644,179.76000000000002,High
31,4,1744.71,Loyal,4,4,4,444,0,3645,867.355,High
8,2,708.22,Regular,5,3,3,533,0,3646,353.11,High
33,4,781.91,Loyal,3,4,3,343,0,3647,385.55499999999995,High
14,8,1657.28,VIP,4,5,4,454,0,3648,828.24,High
23,14,4416.26,VIP,4,5,5,455,0,3649,2207.73,High
31,1,428.89,Regular,4,2,2,422,0,3650,208.54500000000002,High
73,1,104.35,Regular,2,2,1,221,0,3651,37.87499999999999,Low
19,2,470.76,Regular,4,3,2,432,0,3652,232.17999999999998,High
16,4,808.87,Loyal,4,4,3,443,0,3653,402.435,High
22,2,397.68,Regular,4,3,2,432,0,3654,195.04,High
2,3,666.1,Loyal,5,4,3,543,0,3655,333.55,High
303,1,314.1,Churn Likely,1,2,2,122,1,3656,96.75000000000003,High
17,12,4199.85,VIP,4,5,5,455,0,3657,2100.125,High
366,1,307.82000000000005,Lost,1,2,2,122,1,3658,81.01000000000003,High
38,7,3442.15,Loyal,3,5,5,355,0,3659,1715.575,High
83,1,371.01,Regular,2,2,2,222,0,3660,169.205,High
164,2,427.64,At Risk,2,3,2,232,0,3661,181.61999999999998,High
16,2,1054.73,Regular,4,3,4,434,0,3662,524.765,High
76,1,1098.78,Regular,2,2,4,224,0,3663,534.4899999999999,High
88,3,2398.86,Regular,2,4,5,245,0,3664,1182.7300000000002,High
24,8,3408.48,VIP,4,5,5,455,0,3665,1701.8400000000001,High
21,4,1465.12,Loyal,4,4,4,444,0,3666,729.56,High
2,10,2780.63,VIP,5,5,5,555,0,3667,1392.915,High
122,2,1142.42,At Risk,2,3,4,234,0,3668,547.4100000000001,High
29,1,168.12,Regular,4,2,1,421,0,3669,78.56,High
11,7,1432.77,VIP,5,5,4,554,0,3670,716.285,High
18,1,156.78,Regular,4,2,1,421,0,3671,75.09,High
43,2,792.11,Regular,3,3,3,333,0,3672,388.055,High
3,1,41.989999999999995,Regular,5,2,1,521,0,3673,20.694999999999997,Low
8,7,2777.67,VIP,5,5,5,555,0,3674,1389.335,High
54,1,414.27,Regular,3,2,2,322,0,3675,196.635,High
87,6,1032.58,Regular,2,5,4,254,0,3676,500.68999999999994,High
36,5,3080.22,Loyal,3,4,5,345,0,3677,1534.4099999999999,High
2,3,12393.7,Loyal,5,4,5,545,0,3678,6197.35,High
29,5,2735.37,VIP,4,4,5,445,0,3679,1363.385,High
11,4,578.71,Loyal,5,4,3,543,0,3680,288.355,High
210,1,101.4,Churn Likely,1,2,1,121,1,3681,9.0,Low
47,4,1693.81,Loyal,3,4,4,344,0,3682,838.705,High
23,3,478.78,Loyal,4,4,2,442,0,3683,235.69,High
21,4,972.11,Loyal,4,4,4,444,0,3684,483.055,High
245,3,392.4,Churn Likely,1,4,2,142,1,3685,148.1,High
7,16,3352.96,VIP,5,5,5,555,0,3686,1679.8799999999999,High
34,3,1415.29,Loyal,3,4,4,344,0,3687,701.745,High
3,47,37130.6,VIP,5,5,5,555,0,3688,18578.8,High
37,3,646.83,Loyal,3,4,3,343,0,3689,316.915,High
3,3,704.55,Loyal,5,4,3,543,0,3690,352.57499999999993,High
2,8,1465.51,VIP,5,5,4,554,0,3691,734.755,High
46,1,211.88,Regular,3,2,1,321,0,3692,97.03999999999999,High
38,2,408.90000000000003,Regular,3,3,2,332,0,3693,197.45000000000002,High
46,9,3786.2400000000002,Loyal,3,5,5,355,0,3694,1886.6200000000001,High
16,3,851.01,Loyal,4,4,3,443,0,3695,423.205,High
259,1,602.63,Churn Likely,1,2,3,123,1,3696,249.815,High
45,3,719.81,Loyal,3,4,3,343,0,3697,351.80499999999995,High
11,1,251.03,Regular,5,2,2,522,0,3698,123.615,High
29,1,439.65999999999997,Regular,4,2,2,422,0,3699,214.32999999999998,High
42,1,236.09,Regular,3,2,1,321,0,3700,109.945,High
91,6,934.62,Regular,2,5,4,254,0,3701,450.91,High
38,63,80850.84,Loyal,3,5,5,355,0,3702,40436.72,High
309,1,331.24,Churn Likely,1,2,2,122,1,3703,104.12,High
91,2,547.9,Regular,2,3,3,233,0,3704,256.35,High
5,20,8778.82,VIP,5,5,5,555,0,3705,4394.41,High
195,3,437.7,Churn Likely,1,4,2,142,1,3706,180.75,High
86,2,758.92,Regular,2,3,3,233,0,3707,362.86,High
269,3,855.02,Churn Likely,1,4,3,143,1,3708,374.60999999999996,High
7,3,471.78000000000003,Loyal,5,4,2,542,0,3709,235.39000000000001,High
64,3,1313.55,Regular,3,4,4,344,0,3710,644.875,High
30,3,3166.4,Loyal,4,4,5,445,0,3711,1578.1000000000001,High
21,5,1177.47,VIP,4,4,4,444,0,3712,586.035,High
37,4,773.99,Loyal,3,4,3,343,0,3713,380.795,High
119,4,1340.7,Regular,2,4,4,244,0,3714,647.7500000000001,High
372,2,256.44,Lost,1,3,2,132,1,3715,54.41999999999999,Medium
39,3,1074.81,Loyal,3,4,4,344,0,3716,530.505,High
173,1,137.9,At Risk,2,2,1,221,0,3717,34.65,Low
53,1,362.06,Regular,3,2,2,322,0,3718,170.73000000000002,High
32,2,1511.95,Regular,4,3,4,434,0,3719,750.1750000000001,High
144,1,783.9,At Risk,2,2,3,223,0,3720,363.45,High
220,1,134.8,Churn Likely,1,2,1,121,1,3721,23.700000000000003,Low
44,1,650.75,Regular,3,2,3,323,0,3722,316.875,High
15,7,2263.12,VIP,4,5,5,455,0,3723,1130.6599999999999,High
65,6,1453.16,Regular,3,5,4,354,0,3724,715.38,High
9,4,1153.62,Loyal,5,4,4,544,0,3725,576.21,High
259,1,335.32,Churn Likely,1,2,2,122,1,3726,116.16,High
364,1,367.14,Churn Likely,1,2,2,122,1,3727,111.07000000000001,High
16,5,1521.04,VIP,4,4,4,444,0,3728,758.8199999999999,High
21,2,852.15,Regular,4,3,3,433,0,3729,422.475,High
44,1,326.24,Regular,3,2,2,322,0,3730,154.62,High
287,1,584.3199999999999,Churn Likely,1,2,3,123,1,3731,235.05999999999997,High
296,1,122.39999999999999,Churn Likely,1,2,1,121,1,3732,2.29999999999999,Low
2,10,2234.73,VIP,5,5,5,555,0,3733,1119.965,High
283,1,79.2,Churn Likely,1,2,1,121,1,3734,-16.700000000000003,Low
16,3,1352.0,Loyal,4,4,4,444,0,3735,673.6999999999999,High
81,2,217.16,Regular,2,3,1,231,0,3736,92.97999999999999,High
55,5,2799.42,Loyal,3,4,5,345,0,3737,1390.21,High
100,2,1317.62,Regular,2,3,4,234,0,3738,639.41,High
298,1,436.18,Churn Likely,1,2,2,122,1,3739,158.79000000000002,High
22,5,981.51,VIP,4,4,4,444,0,3740,487.855,High
58,5,1121.39,Loyal,3,4,4,344,0,3741,550.595,High
154,2,315.06,At Risk,2,3,2,232,0,3742,127.33,High
114,3,817.86,Regular,2,4,3,243,0,3743,387.03,High
106,1,17.0,Regular,2,2,1,221,0,3744,-12.400000000000002,Low
11,4,1078.23,Loyal,5,4,4,544,0,3745,538.115,High
